0.1 0 0 0 0 0 
1.1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5.1 0 0 0 0 0 
6.1 0 0 0 0 0 
7.1 0 0 0 0 0 
8.1 0 0 0 0 0 
9.1 0 0 0 0 0 
10.1 0 0 0 0 0 
11.1 0 0 0 0 0 
12.1 0 0 0 0 0 
13.1 0 0 0 0 0 
14.1 0 0 0 0 0 
15.1 0 0 0 0 0 
16.1 0 0 0 0 0 
17.1 0 0 0 0 0 
18.1 0 0 0 0 0 
19 0 0 0 0 0 
20 0 0 0 0 0 
21 0 0 0 0 0 
22 0 0 0 0 0 
23 0 0 0 0 0 
24 0 0 0 0 0 
25 0 0 0 0 0 
26 0 0 0 0 0 
27 0 0 0 0 0 
28 0 0 0 0 0 
29 0 0 0 0 0 
30 0 0 0 0 0 
31 0 0 0 0 0 
32 0 0 0 0 0 
33 0 0 0 0 0 
34 0 0 0 0 0 
35 0 0 0 0 0 
36 0 0 0 0 0 
37 0 0 0 0 0 
38 0 0 0 0 0 
39 0 0 0 0 0 
40 0 0 0 0 0 
41 0 0 0 0 0 
42 0 0 0 0 0 
43 0 0 0 0 0 
44 0 0 0 0 0 
45 0 0 0 0 0 
46 0 0 0 0 0 
47 0 0 0 0 0 
48 0 0 0 0 0 
49 0 0 0 0 0 
50 0 0 0 0 0 
51 0 0 0 0 0 
52 0 0 0 0 0 
53 0 0 0 0 0 
54 0 0 0 0 0 
55 0 0 0 0 0 
56 0 0 0 0 0 
57 0 0 0 0 0 
58 0 0 0 0 0 
59 0 0 0 0 0 
60 0 0 0 0 0 
61 0 0 0 0 0 
62 0 0 0 0 0 
63 0 0 0 0 0 
64 0 0 0 0 0 
65 0 0 0 0 0 
66 0 0 0 0 0 
67 0 0 0 0 0 
68 0 0 0 0 0 
69 0 0 0 0 0 
70 0 0 0 0 0 
71 0 0 0 0 0 
72 0 0 0 0 0 
73 0 0 0 0 0 
74 0 0 0 0 0 
75 0 0 0 0 0 
76.1 0 0 0 0 0 
77.1 0 0 0 0 0 
78.1 0 0 0 0 0 
79.1 0 0 0 0 0 
80.1 0 0 0 0 0 
81.1 0 0 0 0 0 
82.1 0 0 0 0 0 
83.1 0 0 0 0 0 
84.1 0 0 0 0 0 
85.1 0 0 0 0 0 
86.1 0 0 0 0 0 
87.1 0 0 0 0 0 
88.1 0 0 0 0 0 
89.1 0 0 0 0 0 
90.1 0 0 0 0 0 
91.1 0 0 0 0 0 
92.1 0 0 0 0 0 
93.1 0 0 0 0 0 
94.1 0 0 0 0 0 
95.1 0 0 0 0 0 
96.1 0 0 0 0 0 
97.1 0 0 0 0 0 
98.1 0 0 0 0 0 
99.1 0 0 0 0 0 
100.1 0 0 0 0 0 
101.1 13.7917 4.68028 -0.299657 -0.0143688 -1.36905 
102.1 24.6501 8.56641 -1.24401 -1.02591 -2.60514 
103.1 33.9423 11.2013 -1.31825 -0.77972 -3.01123 
104.1 41.5939 14.3747 0.354528 0.411806 -3.83223 
105.1 48.2678 17.4369 1.6659 1.2949 -4.5379 
106.1 53.8368 19.7983 0.622888 1.07631 -5.17917 
107.1 59.354 22.8767 -0.263816 0.505583 -5.3258 
108.1 65.0702 25.3077 -1.65231 -0.0109947 -5.46065 
109.1 70.0434 27.6754 -2.74421 -1.37336 -6.77879 
110.1 75.0931 30.5743 -3.05158 -2.06508 -7.84371 
111.1 80.5054 34.2215 -3.79538 -2.01764 -8.6481 
112.1 85.6082 35.6904 -5.90731 -3.10012 -8.53928 
113.1 90.2635 37.2925 -6.78865 -5.27373 -9.09546 
114.1 94.3843 40.7038 -7.32261 -6.606 -9.10382 
115.1 97.0646 41.0901 -6.40722 -7.2978 -8.66716 
116.1 99.6111 42.4092 -4.98495 -6.23866 -8.27728 
117.1 101.909 44.2762 -3.58908 -4.82009 -7.64327 
118.1 103.505 47.6676 -3.36948 -4.45632 -7.5896 
119.1 105.113 49.7872 -3.46404 -3.81321 -7.15135 
120.1 107.422 50.9325 -3.09833 -2.45611 -7.45001 
121.1 110.118 50.7217 -1.85745 -0.668585 -7.33278 
122.1 112.334 51.1522 0.0704179 0.335803 -6.44265 
123.1 114.772 52.3057 1.75609 0.237394 -4.54033 
124.1 116.886 53.0549 1.98253 -0.534239 -3.40999 
